desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment
442419202200624,http://www.animal.go.kr/files/shelter/2022/07/202208020808829_s.jpg,8/1/2022,일광산업근처,[개] 믹스견,검정,2017(년생),14(Kg),강원-원주-2022-00499,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020808829.jpg,보호중,M,N,"목줄착용, 발부분 흰색점박이,가슴부분흰색",원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6,강원도 원주시,원주시,033-737-4444,
441560202200899,http://www.animal.go.kr/files/shelter/2022/07/202208021608544_s.jpg,8/1/2022,신북면 탑신로 966 인근,[고양이] 한국 고양이,갈/검/흰,2020(년생),1.9(Kg),경기-포천-2022-00677,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021608544.jpg,종료(기증),F,U,눈곱. 콧물. 코분홍. 양전지 발등 부위 피부질환. 꼬리털 미용됫듯. 여윔. 사람따름. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,
441560202200897,http://www.animal.go.kr/files/shelter/2022/07/202208021608559_s.jpg,8/1/2022,가산면 정금로 164 인근,[개] 믹스견,검/갈/흰,2020(년생),16(Kg),경기-포천-2022-00676,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021608559.jpg,종료(안락사),M,N,파란바탕 가운데 노란줄 목줄. 양귀쫑긋. 코검정. 겁약간/경계하나 어느정도 사람따름.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,
441560202200896,http://www.animal.go.kr/files/shelter/2022/07/202208021608579_s.jpg,8/1/2022,내촌면 부마로411-21 인근,[개] 믹스견,갈/검/흰,2021(년생),7.5(Kg),경기-포천-2022-00675,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021608579.jpg,종료(안락사),F,U,주황바탕 초록줄무늬 목줄. 양귀처짐. 코검정. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,
441560202200895,http://www.animal.go.kr/files/shelter/2022/07/202208021508173_s.jpg,8/1/2022,소흘읍 고모리 321 인근,[개] 믹스견,갈,2019(년생),16(Kg),경기-포천-2022-00674,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508173.jpg,종료(안락사),M,N,낡은 갈색목줄. 양귀처짐. 코검정. 겁약간. 어느정도 사람따름/얌전함. 꼬리단미안됨. 털때탐. 피부질환.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,
441560202200894,http://www.animal.go.kr/files/shelter/2022/07/202208021508587[1]_s.jpg,8/1/2022,호국로918-35 인근,[개] 믹스견,흰,2022(년생),3.2(Kg),경기-포천-2022-00673,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508587[1].jpg,종료(안락사),M,N,양귀반접힘. 코검정. 전신피부질환의심. 사람좋아함/얌전/겁약간. 꼬리단미안됨. 털상태불량.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,
441560202200893,http://www.animal.go.kr/files/shelter/2022/07/202208021508888_s.jpg,8/1/2022,군내면 용정1길 25-1 인근,[개] 믹스견,흰,2020(년생),11(Kg),경기-포천-2022-00672,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508888.jpg,종료(안락사),M,N,양귀쫑긋. 코갈색. 몸잘못가눔. 오른쪽눈 충혈. 양후지마비. 사나움/입질. 진드기오염.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,
441560202200892,http://www.animal.go.kr/files/shelter/2022/07/202208021508559_s.jpg,8/1/2022,선단동 56-2 인근,[개] 믹스견,흰/갈,2020(년생),6.1(Kg),경기-포천-2022-00671,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508559.jpg,종료(안락사),F,U,빨간바탕 노란박음질 목줄. 양귀처짐. 코검정. 겁약간/소심/경계. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,
441414202200592,http://www.animal.go.kr/files/shelter/2022/07/202208021508824_s.jpg,8/1/2022,장남면 원당리 1181 일대,[개] 믹스견,흰,2022(년생),2.4(Kg),경기-연천-2022-00324,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508824.jpg,종료(안락사),F,U,양귀처짐. 코검정. 소심. 꼬리단미안됨. 털상태 양호. 피부질환.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 연천군,유기동물담당,031-839-2326,
441414202200591,http://www.animal.go.kr/files/shelter/2022/07/202208021508777_s.jpg,8/1/2022,장남면 원당리 1181 일대,[개] 믹스견,검/갈,2022(년생),2.2(Kg),경기-연천-2022-00323,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508777.jpg,종료(안락사),F,U,양귀처짐. 코검정. 콧물약간(홍역: 음성). 얌전함. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 연천군,유기동물담당,031-839-2326,
441409202201113,http://www.animal.go.kr/files/shelter/2022/07/202208021508726_s.jpg,8/1/2022,사우동 869 김포보건소 앞,[개] 시베리안 허스키,검/흰,2021(년생),17(Kg),경기-김포-2022-00635,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508726.jpg,종료(반환),M,Y,빨간바탕 파란줄 목줄. 코검정. 사람따름/얌전/겁약간. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409202201112,http://www.animal.go.kr/files/shelter/2022/07/202208021508115_s.jpg,8/1/2022,고촌읍 풍곡리 380-4 인근,[개] 믹스견,검/갈,2019(년생),25(Kg),경기-김포-2022-00634,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508115.jpg,종료(안락사),F,U,양귀처짐. 코검정. 사람약간따름/겁약간/활발. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409202201111,http://www.animal.go.kr/files/shelter/2022/07/202208021508114_s.jpg,8/1/2022,고촌읍 풍곡리 380-4 인근,[개] 믹스견,검/갈,2019(년생),23(Kg),경기-김포-2022-00633,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508114.jpg,종료(안락사),F,U,양귀처짐. 코검정. 겁있음/소심함. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409202201110,http://www.animal.go.kr/files/shelter/2022/07/202208021508638_s.jpg,8/1/2022,고촌읍 풍곡리 380-4 인근,[개] 믹스견,검/갈,2019(년생),26(Kg),경기-김포-2022-00632,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508638.jpg,종료(안락사),F,U,양귀처짐. 코검정. 소심함. 겁있음. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409202201109,http://www.animal.go.kr/files/shelter/2022/07/20220802150885[1]_s.jpg,8/1/2022,고촌읍 풍곡리 380-4 인근,[개] 믹스견,검/갈,2016(년생),25(Kg),경기-김포-2022-00631,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/20220802150885[1].jpg,종료(안락사),F,U,양귀처짐. 코검정. 겁있음/소심함. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409202201108,http://www.animal.go.kr/files/shelter/2022/07/202208021508838_s.jpg,8/1/2022,고촌읍 풍곡리 380-4 인근,[개] 믹스견,검/갈,2019(년생),24(Kg),경기-김포-2022-00630,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508838.jpg,종료(안락사),F,U,양귀처짐. 코검정. 겁많음/소심. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409202201107,http://www.animal.go.kr/files/shelter/2022/07/202208021508402_s.jpg,8/1/2022,고촌읍 풍곡리 380-4 인근,[개] 믹스견,검/흰,2020(년생),17(Kg),경기-김포-2022-00629,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508402.jpg,종료(안락사),M,N,양귀반접힘. 코검정. 겁있음/소심함. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409202201106,http://www.animal.go.kr/files/shelter/2022/07/202208021508939_s.jpg,8/1/2022,고촌읍 풍곡리 380-4 인근,[개] 믹스견,흰,2020(년생),20(Kg),경기-김포-2022-00628,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508939.jpg,종료(안락사),F,U,양귀끝처짐. 코검정. 콧등 상처. 겁있음/소심함. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409202201105,http://www.animal.go.kr/files/shelter/2022/07/20220802150885_s.jpg,8/1/2022,고촌읍 풍곡리 380-4 인근,[개] 믹스견,검/갈,2020(년생),30(Kg),경기-김포-2022-00627,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/20220802150885.jpg,종료(안락사),F,U,양귀처짐. 코검정. 사타구니 혹있음. 겁있음/소심. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409202201104,http://www.animal.go.kr/files/shelter/2022/07/202208021508590_s.jpg,8/1/2022,고촌읍 풍곡리 380-4 인근,[개] 믹스견,갈/검,2020(년생),30(Kg),경기-김포-2022-00626,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508590.jpg,종료(안락사),M,N,양귀처짐. 코검정. 짖음/겁약간/소심함. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409202201103,http://www.animal.go.kr/files/shelter/2022/07/20220802150890_s.jpg,8/1/2022,고촌읍 풍곡리 380-4 인근,[개] 믹스견,갈/흰,2021(년생),12(Kg),경기-김포-2022-00625,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/20220802150890.jpg,종료(안락사),M,N,양귀쫑긋. 코검정. 겁약간. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409202201102,http://www.animal.go.kr/files/shelter/2022/07/202208021508953_s.jpg,8/1/2022,고촌읍 풍곡리 380-4 인근,[개] 믹스견,갈/검,2018(년생),13.8(Kg),경기-김포-2022-00624,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508953.jpg,종료(안락사),M,N,빨간바탕 파란줄목줄. 양귀처짐. 코검정. 틱증상(홍역: 음성). 겁약간/소심/경계. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409202201101,http://www.animal.go.kr/files/shelter/2022/07/20220802150827_s.jpg,8/1/2022,고촌읍 풍곡리 380-4 인근,[개] 믹스견,흰/갈,2020(년생),11(Kg),경기-김포-2022-00623,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/20220802150827.jpg,종료(안락사),F,U,빨간바탕 가운데 파란줄 목줄. 양귀쫑긋. 코검정. 사람좋아함/활발/애교있음. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441409202201100,http://www.animal.go.kr/files/shelter/2022/07/20220802150831_s.jpg,8/1/2022,하성면 전류리 170-3 인근,[개] 믹스견,갈/흰,2020(년생),5.6(Kg),경기-김포-2022-00622,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/20220802150831.jpg,종료(안락사),M,N,사고추정.왼눈위축.뒷덜미상처.우전지 파행/상완골절의심.우측귀~얼굴부위 상처/염증.겁/방어적입질.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,
441394202201528,http://www.animal.go.kr/files/shelter/2022/07/202208020808557_s.jpg,8/1/2022,사리현동 644-6부근,[개] 믹스견,"흰색 , 황색",2019(년생),13(Kg),경기-고양-2022-00561,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020808557.jpg,보호중,F,U,빛바랜 빨강색 목줄 착용,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,
441394202201527,http://www.animal.go.kr/files/shelter/2022/07/202208012008395_s.jpg,8/1/2022,지영동 820 부근,[개] 포메라니안,검정,2015(년생),3.5(Kg),경기-고양-2022-00560,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208012008395.jpg,종료(반환),F,U,없음,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,
441394202201526,http://www.animal.go.kr/files/shelter/2022/07/202208011708279_s.jpg,8/1/2022,정발산동692-3 부근,[고양이] 한국 고양이,"흰색,황색",2022(년생),0.6(Kg),경기-고양-2022-00559,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011708279.jpg,종료(자연사),Q,N,"부상묘,아기고양이",고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,
441392202200198,http://www.animal.go.kr/files/shelter/2022/07/202208021508893_s.jpg,8/1/2022,벌마들로 25번길 51 일대,[개] 믹스견,검/회/갈,2019(년생),23(Kg),경기-동두천-2022-00169,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508893.jpg,종료(안락사),M,N,낡은빨간바탕파란줄무늬목줄.사람따름/얌전/소심/겁약간.꼬리단미안됨.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 동두천시,김인기,031-860-2322,
441382202200676,http://www.animal.go.kr/files/shelter/2022/07/202208021508583_s.jpg,8/1/2022,신흥로240번길 26 인근,[고양이] 한국 고양이,갈/검/흰,2020(년생),2(Kg),경기-의정부-2022-00199,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508583.jpg,종료(입양),F,U,눈곱.콧물.양후지파행.골반쪽골절있는듯.기력없음.사람따름.얌전함.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 의정부시,이인애,031-828-4083,
441374202200770,http://www.animal.go.kr/files/shelter/2022/07/202208021308371[1]_s.jpg,8/1/2022,권선구 매송고색로506번길 17,[개] 사모예드,흰색,2016(년생),25(Kg),경기-수원-2022-00489,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021308371[1].jpg,종료(반환),F,N,내장칩 있음,수원시 동물보호센터,031-228-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",경기도 수원시,수원시,031-228-3162,
441374202200769,http://www.animal.go.kr/files/shelter/2022/07/202208021308587_s.jpg,8/1/2022,영통구 삼성로168번길 10,[개] 믹스견,연갈색,2018(년생),10.6(Kg),경기-수원-2022-00488,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021308587.jpg,종료(반환),F,U,,수원시 동물보호센터,031-228-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",경기도 수원시,수원시,031-228-3162,
431372202200379,http://www.animal.go.kr/files/shelter/2022/07/202208021308112_s.jpg,8/1/2022,북구 메아리학교,[개] 믹스견,연황구,2021(년생),18.2(Kg),울산-북구-2022-00200,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021308112.jpg,보호중,M,N,"초록색 목테 착용,순함(진도+리트리버 믹스추정)",울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 화산발리로 543,울산광역시 북구,구리라,052-241-8085,
431370202200706,http://www.animal.go.kr/files/shelter/2022/07/202208021208162_s.jpg,8/1/2022,울산대공원정문,[개] 믹스견,"검정,흰색",2012(년생),2.3(Kg),울산-남구-2022-00462,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021208162.jpg,보호중,M,N,"허약,치아없음,파란초록색줄무늬옷착용",미래펫동물병원,052-273-5911,울산광역시 남구 중앙로 218-1 (신정동),울산광역시 남구,권도하,052-226-5264,
431370202200705,http://www.animal.go.kr/files/shelter/2022/07/202208021208866_s.jpg,8/1/2022,강일웅동물병원,[고양이] 한국 고양이,"흰색,검정,갈색",2022(년생),0.2(Kg),울산-남구-2022-00461,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021208866.jpg,종료(자연사),M,N,"나이30일추정,결막부종,비루,쇠약",미래펫동물병원,052-273-5911,울산광역시 남구 중앙로 218-1 (신정동),울산광역시 남구,권도하,052-226-5264,
431370202200704,http://www.animal.go.kr/files/shelter/2022/07/202208021208901_s.jpg,8/1/2022,강일웅동물병원,[고양이] 한국 고양이,"검정,갈색",2022(년생),0.3(Kg),울산-남구-2022-00460,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021208901.jpg,종료(입양),F,N,"나이30잉추정,결막부종,비루,쇠약",미래펫동물병원,052-273-5911,울산광역시 남구 중앙로 218-1 (신정동),울산광역시 남구,권도하,052-226-5264,
431370202200703,http://www.animal.go.kr/files/shelter/2022/07/202208021208165_s.jpg,8/1/2022,강일웅동물병원,[고양이] 한국 고양이,"흰색,진회색,갈색",2022(년생),0.3(Kg),울산-남구-2022-00459,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021208165.jpg,종료(입양),M,N,"나이30일추정,결막부종,비루,쇠약",미래펫동물병원,052-273-5911,울산광역시 남구 중앙로 218-1 (신정동),울산광역시 남구,권도하,052-226-5264,
430364202200202,http://www.animal.go.kr/files/shelter/2022/07/202208020908123_s.jpg,8/1/2022,은어송 4 단지 인근,[개] 믹스견,백색,2014(년생),25(Kg),대전-동구-2022-00199,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908123.jpg,종료(반환),M,U,,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 동구,황서영,042-251-4647,
428356202201051,http://www.animal.go.kr/files/shelter/2022/07/202208011808572_s.jpg,8/1/2022,서구 도요지로236번길20,[고양이] 한국 고양이,파티칼라,2022(년생),0.1(Kg),인천-서구-2022-00582,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011808572.jpg,종료(자연사),M,N,생후3-4일정도 추정,우리동물병원,032-566-0075,인천광역시 서구 서곶로 349 (연희동) 우리동물병원,인천광역시 서구,김하린,032-560-1903,
428356202201050,http://www.animal.go.kr/files/shelter/2022/07/202208011708834_s.jpg,8/1/2022,서구청 경에과,[고양이] 러시안 블루,회색,2021(년생),4.5(Kg),인천-서구-2022-00581,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011708834.jpg,종료(반환),F,U,멀미심함. 침흘림. 하악질.,가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동),인천광역시 서구,김하린,032-560-1903,
428356202201049,http://www.animal.go.kr/files/shelter/2022/07/20220801140814_s.jpg,8/1/2022,연희동 378,[고양이] 한국 고양이,흰,2022(년생),0.42(Kg),인천-서구-2022-00580,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/20220801140814.jpg,종료(입양),F,N,혼자입소. 4주추정. 오드아이. 설사. 혈변. 범백음성. 하악질,가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동),인천광역시 서구,김하린,032-560-1903,
428356202201048,http://www.animal.go.kr/files/shelter/2022/07/202208011408466_s.jpg,8/1/2022,검암동 494-7,[고양이] 한국 고양이,고등어,2022(년생),1.14(Kg),인천-서구-2022-00579,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011408466.jpg,종료(자연사),M,N,혼자입소. 2개월추정. 몸 곳곳에 물린 상처. 소독처치 완료. 하악질.,가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동),인천광역시 서구,김하린,032-560-1903,
428356202201047,http://www.animal.go.kr/files/shelter/2022/07/202208011208775_s.jpg,8/1/2022,서구청 당직실,[개] 믹스견,흰색,2022(년생),2(Kg),인천-서구-2022-00578,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011208775.jpg,보호중,F,N,경계심있음,우리동물병원,032-566-0075,인천광역시 서구 서곶로 349 (연희동) 우리동물병원,인천광역시 서구,김하린,032-560-1903,
428355202200554,http://www.animal.go.kr/files/shelter/2022/07/202208012208533_s.jpg,8/1/2022,계양소방서(작전동),[개] 푸들,갈색,2019(년생),3.5(Kg),인천-계양-2022-00351,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208012208533.jpg,종료(입양),M,Y,꼬리 단미안되어있슴,신영재동물병원,032-552-0075,인천광역시 계양구 장제로 923 (병방동),인천광역시 계양구,계양구,032-450-6844,
428353202200834,http://www.animal.go.kr/files/shelter/2022/07/202208021308401_s.jpg,8/1/2022,남동구 석산로 9번길 5-5,[개] 믹스견,흰색,2019(년생),20(Kg),인천-남동-2022-00369,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021308401.jpg,종료(자연사),F,U,빨간가슴끈,인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 남동구,남동구,032-453-6093,
428353202200833,http://www.animal.go.kr/files/shelter/2022/07/202208021108790_s.jpg,8/1/2022,남동구 간석동 1-287,[고양이] 한국 고양이,흰/갈,2019(년생),3(Kg),인천-남동-2022-00368,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021108790.jpg,종료(자연사),M,N,교통사고로 기립불가,인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 남동구,남동구,032-453-6093,
428353202200832,http://www.animal.go.kr/files/shelter/2022/07/202208021108737_s.jpg,8/1/2022,남동구 논현동 644-1,[개] 믹스견,검/갈,2022(년생),3.3(Kg),인천-남동-2022-00367,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021108737.jpg,종료(자연사),M,N,"두달추정, 원숭이부분털 검정색",인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 남동구,남동구,032-453-6093,
428353202200831,http://www.animal.go.kr/files/shelter/2022/07/202208021108999[1]_s.jpg,8/1/2022,남동구 논현동 644-1,[개] 믹스견,연갈색,2022(년생),2.7(Kg),인천-남동-2022-00366,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021108999[1].jpg,종료(입양),F,U,2달추정. 귀부분 진한갈색,인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 남동구,남동구,032-453-6093,입양전제로 임시보호중
428351202200619,http://www.animal.go.kr/files/shelter/2022/07/202208021308184_s.jpg,8/1/2022,미추홀구 인하로 174,[고양이] 한국 고양이,회/검/흰,2022(년생),0.6(Kg),인천-미추홀-2022-00341,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021308184.jpg,종료(자연사),Q,N,"두달추정, 뒷다리부상",인천광역시 수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 미추홀구,미추홀구,032-880-4384,
428351202200618,http://www.animal.go.kr/files/shelter/2022/07/202208021308261_s.jpg,8/1/2022,미추홀구 연송로 55,[고양이] 한국 고양이,검/흰,2022(년생),0.4(Kg),인천-미추홀-2022-00340,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021308261.jpg,종료(자연사),Q,N,"두달추정, 오른쪽발 검은점",인천광역시 수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 미추홀구,미추홀구,032-880-4384,
428351202200617,http://www.animal.go.kr/files/shelter/2022/07/202208021308303_s.jpg,8/1/2022,미추홀구 염창로 11,[고양이] 한국 고양이,검/흰,2022(년생),0.2(Kg),인천-미추홀-2022-00339,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021308303.jpg,보호중,Q,N,"한달추정, 발끝흰색",인천광역시 수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 미추홀구,미추홀구,032-880-4384,
428351202200616,http://www.animal.go.kr/files/shelter/2022/07/20220802130833_s.jpg,8/1/2022,미추홀구 인하로 236번길 30-20,[개] 말티즈,흰색,2013(년생),2(Kg),인천-미추홀-2022-00338,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/20220802130833.jpg,종료(자연사),M,Y,"눈꼽심함, 순함",인천광역시 수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 미추홀구,미추홀구,032-880-4384,
428350202200101,http://www.animal.go.kr/files/shelter/2022/07/202208011108831_s.jpg,8/1/2022,구청당직실,[개] 페키니즈,흰색,2015(년생),9.00(Kg),인천-동구-2022-00057,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011108831.jpg,보호중,M,N,"등쪽에 피부병이 약간있고,몸에 가까이 가면 막 물고 대들고함.",경동동물병원,032-765-9988,인천광역시 중구 개항로 68 (경동) 경동동물병원,인천광역시 동구,김정선,032-770-6382,
427345202200465,http://www.animal.go.kr/files/shelter/2022/07/202208021008921_s.jpg,8/1/2022,칠곡 대백맨션 부근,[개] 불독,갈색+흰색,2019(년생),19(Kg),대구-북구-2022-00249,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021008921.jpg,종료(반환),F,U,"외국인이 이사 가며 버리고 감, 심장사상충 1기 감염",대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 북구,도유경,053-665-3192,
